title,feed_type,link,description,date,image,publisher,stocks,_id
"Hospital stocks in demand; Apollo, Fortis, Max Healthcare hit new highs",news-article,https://www.business-standard.com/article/markets/hospitals-stocks-in-demand-apollo-fortis-max-healthcare-hit-new-highs-121081700295_1.html,"In the past one week, Apollo Hospitals Enterprises, Fortis Healthcare and Max Healthcare have surged between 12 per cent and 15 per cent as compared to a 2 per cent rise in the S&P BSE Sensex",2021-08-17 10:39:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-08/16/full/1629126514-0443.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}, {'sid': 'FOHE'}, {'sid': 'MAXE'}]",611b482a4ec0de54fdba4704
"Trade Spotlight: What Should Investors Do With Apollo Hospital, KPIT Technologies And Tata Steel?",news-article,https://www.moneycontrol.com/news/business/markets/trade-spotlight-what-should-investors-do-with-apollo-hospital-kpit-technologies-and-tata-steel-7342611.html,"Apollo Hospitals rallied over 7 percent, Tata Steel rose nearly 4 percent, and KPIT Technologies ended with gains of over 5 percent. Read on to know what Vikas Jain of Reliance Securities recommends.",2021-08-17 08:23:31.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/Buy_2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'KPIE'}, {'sid': 'TISC'}]",611b2b934ec0de54fdba460f
Apollo Hospitals is a healthy option for long-term investors. Here’s why,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-is-a-healthy-option-for-long-term-investors-here-s-why-121081601542_1.html,"Expansion potential in digital platform, steady growth in traditional business and value unlocking in pharmacy segment are key positives",2021-08-16 20:39:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-08/16/full/1629126514-0443.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],611a8404ad22783645ba108f
"Top stocks in focus: ONGC, Petronet LNG, Glenmark Pharma, Apollo Hospitals, Sobha",news-article,https://www.indiainfoline.com/article/news-top-story/top-stocks-in-focus-ongc-petronet-lng-glenmark-pharma-apollo-hospitals-sobha-121081600001_1.html,Check out the stocks that will be in focus during trade today based on recent and latest news developments.,2021-08-16 12:56:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/misc/2019-08/22/full/stocks-in-focus-1566451994-79251350.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}","[{'sid': 'APLH'}, {'sid': 'GLEN'}, {'sid': 'ONGC'}, {'sid': 'PLNG'}, {'sid': 'SOBH'}]",6119c8f5ad22783645ba0963
Arvind Fashions Ltd leads gainers in ‘A’ group,news-article,https://www.business-standard.com/article/news-cm/arvind-fashions-ltd-leads-gainers-in-a-group-121081600699_1.html,"Triveni Turbine Ltd, Hindustan Oil Exploration Company Ltd, Apollo Hospitals Enterprise Ltd and KPIT Technologies Ltd are among the other gainers in the BSE’s ‘A’ group today, 16 August 2021.",2021-08-16 12:50:06.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'ARVF'}, {'sid': 'BSEL'}, {'sid': 'HOEX'}, {'sid': 'KPIE'}, {'sid': 'TRVT'}]",611a1a42ad22783645ba0c94
Apollo Hospitals Q1 Review - Strong Revenue Growth; Focus On Digital Network: ICICI Securities,news-article,https://www.bloombergquint.com/research-reports/apollo-hospitals-q1-review-strong-revenue-growth-focus-on-digital-network-icici-securities,Apollo Hospitals Q1 Review - Strong Revenue Growth; Focus On Digital Network: ICICI Securities,2021-08-16 12:46:39.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2019-09%2F5a9fec6d-505c-4360-883b-3a5718fae0b3%2F800x_1__5_.jpg?rect=0%2C29%2C800%2C420&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}, {'sid': 'ICCI'}]",611a10f3ad22783645ba0c36
Apollo Hospitals’ Stock Gains As Analysts Raise Price Targets After Q1,news-article,https://www.bloombergquint.com/markets/apollo-hospitals-stock-gains-as-analysts-raise-price-targets-after-q1,Here’s what brokerages made of Apollo Hospitals’ Q1 performance.,2021-08-16 12:42:36.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2021-08%2Fcf742fa5-fd3a-4f12-995d-5097e4f9daa1%2F332629245.jpg?rect=0%2C0%2C3998%2C2099&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'APLH'}],611a10fdad22783645ba0c3b
Apollo Hospitals Shares Hit 52-week High On Q1 Numbers; Global Brokerage Upgrades Stock To ‘outperform’,news-article,https://www.moneycontrol.com/news/business/stocks/apollo-hospitals-shares-hit-52-week-high-on-q1-numbers-global-brokerage-upgrades-stock-to-outperform-7340301.html,Apollo Hospitals has reported a consolidated profit after tax of Rs 489 crore for the June quarter of FY22. The healthcare major had reported a net loss of Rs 208 crore in the April-June quarter of 2020-21,2021-08-16 11:13:58.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/09/APOLLO-HOSPITALS-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],611a0447ad22783645ba0bcc
"Results Review for ONGC, Apollo Hospitals, Ashok Leyland, Sundram Fasteners",news-article,https://in.investing.com/analysis/results-review-for-ongc-apollo-hospitals-ashok-leyland-sundram-fasteners-200493196,"Results Review for ONGC, Apollo Hospitals, Ashok Leyland, Sundram Fasteners",2021-08-16 10:58:00.000,https://pocket-image-cache.com/direct?url=http://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}","[{'sid': 'APLH'}, {'sid': 'ASOK'}, {'sid': 'ONGC'}, {'sid': 'SNFS'}]",611b0fa14ec0de54fdba44fa
"Apollo Hospitals rallies 5%, hits new record high on strong Q1 revenue",news-article,https://www.business-standard.com/article/markets/apollo-hospitals-rallies-5-hits-new-record-high-on-strong-q1-revenue-121081600317_1.html,"The consolidated revenue grew 31% QoQ and 73% YoY at Rs 3,760 crore",2021-08-16 09:43:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-06/23/full/1561308520-5896.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],6119e89aad22783645ba0a84
"Stocks To Watch: Vodafone Idea, ONGC, Apollo Hospitals, Ruchi Soya, Glenmark Pharma, GMR Infra, Burger King",news-article,https://www.bloombergquint.com/markets/stocks-to-watch-vodafone-idea-ongc-apollo-hospitals-ruchi-soya-glenmark-pharma-gmr-infra-burger-king,Here are the stocks to watch in trade today...,2021-08-16 07:44:54.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2017-03%2F8cb14e57-ec6d-44ec-9053-94a4ab47f955%2Fm1382713%20(2).jpg?rect=0%2C567%2C4000%2C2100&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'APLH'}, {'sid': 'GLEN'}, {'sid': 'GMRI'}, {'sid': 'VODA'}, {'sid': 'ONGC'}, {'sid': 'RCSY'}, {'sid': 'BUR'}]",6119caa1ad22783645ba0965
Apollo Hospitals posts profit after tax of Rs 489 cr for Jun quarter,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-posts-profit-after-tax-of-rs-489-cr-for-jun-quarter/articleshow/85318328.cms,"Its consolidated revenues for the June 2021 quarter stood at Rs 3,760 crore as compared with Rs 2,171 crore in the Q1 of the previous fiscal, Apollo Hospitals Group said in a statement.",2021-08-14 00:02:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85313079,width-1070,height-580,imgsize-71459,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],611716c0d9e850ddc2734b39
Apollo Hospitals nets ₹150 crore profit in Q1,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-nets-150-crore-profit-in-q1/article35901755.ece,"Its standalone revenue went up by 52.67 per cent to ₹2,994.71 crore.",2021-08-13 22:06:55.000,https://www.thehindubusinessline.com/news/j10vg/article25670207.ece/ALTERNATES/LANDSCAPE_615/APOLLO-HOSPITALS,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],6116a571d9e850ddc27349c5
Apollo Hospitals reports profit after tax of Rs 489 crore for June quarter,news-article,https://www.business-standard.com/article/companies/apollo-hospitals-reports-profit-after-tax-of-rs-489-crore-for-june-quarter-121081302021_1.html,"Apollo Hospitals treated over 1,50,000 Covid-19 patients with over 5,000 beds dedicated during the peak",2021-08-13 22:00:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2017-03/25/full/1490460245-1594.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],6116a46ed9e850ddc27349bd
"Apollo Hospitals inks pact with Group of Hospitals - DMIMS, (DU)",news-article,https://www.thehindubusinessline.com/news/national/apollo-hospitals-inks-pact-with-group-of-hospitals-dmims-du/article35895864.ece,To offer world-class liver transplant programme in central India,2021-08-13 16:46:51.000,https://www.thehindubusinessline.com/news/national/ngdqwq/article35895863.ece/ALTERNATES/LANDSCAPE_615/bl14apollo,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],61165f77d9e850ddc2734779
"Stocks to Watch: Hero MotoCorp, Tata Steel, ITC, IRCTC, NDMC",news-article,https://www.livemint.com/market/stock-market-news/stocks-to-watch-hero-motocorp-tata-steel-itc-irctc-ndmc-11628822053583.html,"Oil and Natural Gas Corporation, Grasim Industries, Apollo Hospitals, Indraprastha Gas, Hindustan Aeronautics, Petronet LNG, Indian Railway Finance Corporation, General Insurance Corporation of India, Godrej Industries, and Sun TV Network, among other stocks will announce Q1 earnings today.",2021-08-13 08:35:16.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/08/13/600x338/trader1-kxDC--621x414@LiveMint_1628822115997.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}, {'sid': 'GENA'}, {'sid': 'GODI'}, {'sid': 'HIAE'}, {'sid': 'GRAS'}, {'sid': 'HROM'}, {'sid': 'IGAS'}, {'sid': 'INIR'}, {'sid': 'ITC'}, {'sid': 'ONGC'}, {'sid': 'PLNG'}, {'sid': 'SUTV'}, {'sid': 'TISC'}]",6115e221d9e850ddc2734222
"Apollo hospitals MD calls Covaxin, Covishield combination results ‘encouraging’",news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-md-calls-covaxin-covishield-combination-results-encouraging/articleshow/85175184.cms,"Covaxin contains dead virus of Covid which triggers the immune system to draw up a defense system against Covid while Covishield is vector based and introduces weak virus of common cold in the body that forms an immunity barrier to fight coronavirus, explained Dr. Sameer Bhati, Public Health Expert.",2021-08-09 14:41:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85175194,width-1070,height-580,imgsize-19340,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],611104ced9afe64f1430b98d
"Apollo Hospitals MD on Covishield, Covaxin jabs mix-match: ‘Encouraging results’",news-article,https://www.livemint.com/news/india/apollo-hospitals-md-on-covishield-covaxin-jabs-mix-match-encouraging-results-11628487166814.html,"As per the ICMR study Covishield, Covaxin jabs mix-match conducted on 18 people, has elicited better safety and immunogenicity results",2021-08-09 12:15:02.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/08/09/600x338/20210715_MUM-SB-MN_Vaccine_001_1626409850176_1628491412021.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],6110d465d9afe64f1430b79e
Digital vouchers for vaccination,news-article,https://www.thehindu.com/news/national/tamil-nadu/digital-vouchers-for-vaccination/article35778340.ece,"Bank of Baroda, Chennai zone, has entered into a tie-up with Apollo Hospitals and MGM Healthcare Private Limited for UPI Prepaid Voucher Project (e-RUPI) on Thursday, a release said. Through this, cor",2021-08-07 01:08:27.000,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'APLH'}, {'sid': 'BOB'}]",610d979654464686ff996487
ASCI slams brands using Olympics winners in ads without approval,news-article,https://economictimes.indiatimes.com/industry/services/advertising/asci-slams-brands-using-olympics-winners-in-ads-without-approval/articleshow/85080169.cms,"The athletes names are being leveraged and linked to brands across corporates such as Aditya Birla Group, Apollo Hospitals and Perfetti Van Melle, to agencies such as BrandOnWheelz to out-of-home media agency The Brand Sigma.",2021-08-05 23:52:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85080921,width-1070,height-580,imgsize-661161,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],610c2ff39dd91991d616da89
